AE;Code SANDRE de la station;Nom de la station;Réseaux de mesure;RCS;RCO;RRP;RCB/RCR;CoordX;CoordY;ECHELLESTA COMITER;Contexte piscicole;TYPEFR_CONSOLIDE;Code Masse d'eau;Type de station;AREA_KM2_ME
AELB;04167833;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167835;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167841;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167843;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167845;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167847;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167848;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167849;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167850;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167851;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167853;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167855;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0039;;
AELB;04167860;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0039;;
AELB;04167940;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0038B;;
AELB;04167990;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0038B;;
AELB;04168000;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0038B;;
AELB;04168050;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04168060;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04168100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168105;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168110;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168135;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0038B;;
AELB;04168140;;;OUI;OUI;NON;;;;;Intermediaire;P12-B;FRGR0038B;;
AELB;04168150;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0040;;
AELB;04168151;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168160;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168170;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0040;;
AELB;04168180;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168189;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168190;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168200;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168210;;;NON;OUI;NON;;;;;Intermediaire;P12-B;FRGR0039;;
AELB;04168215;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0040;;
AELB;04168220;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0038B;;
AELB;04168230;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168250;;;NON;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168255;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0040;;
AELB;04168256;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168257;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0040;;
AELB;04168850;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04168852;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04168990;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04168995;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04168998;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04169000;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04169100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04169200;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169280;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169290;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169300;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169305;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169308;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04169310;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04169390;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04169400;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04170000;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04170100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0041A;;
AELB;04170450;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04170500;;;NON;;NON;OUI;;;;Salmonicole;P12-B;FRGR0041A;;
AELB;04170600;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1432;;
AELB;04170700;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1432;;
AELB;04170990;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGL023;;
AELB;04171000;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL023;;
AELB;04171005;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0041C;;
AELB;04171010;;;NON;OUI;NON;;;;;Intermediaire;P12-B;FRGR0041C;;
AELB;04171011;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0041C;;
AELB;04171020;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0041C;;
AELB;04171021;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171030;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171035;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171036;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171037;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171038;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171039;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171040;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171041;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171042;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171043;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171044;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171045;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171046;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171047;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171048;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171049;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171050;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171085;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171110;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0042;;
AELB;04171120;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0042;;
AELB;04171150;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04171160;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1450;;
AELB;04171180;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1485;;
AELB;04171300;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171305;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171307;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171310;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171320;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171322;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171323;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171325;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171330;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171364;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0043;;
AELB;04171365;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171366;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0053;;
AELB;04171380;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171381;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171383;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171385;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171395;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171398;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171399;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0043;;
AELB;04171400;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0043;;
AELB;04171402;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171407;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171410;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171418;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171420;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171430;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04171440;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0043;;
AELB;04171450;;;OUI;OUI;NON;;;;;Salmonicole;P12-B;FRGR0043;;
AELB;04171500;;;NON;NON;NON;NON;;;;Salmonicole;NQ;FRGT03;;
AELB;04171530;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171550;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171555;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171560;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171600;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171605;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171620;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171622;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171647;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171649;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171650;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171670;;;OUI;;NON;;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171671;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171674;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171675;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171677;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171680;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171685;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171689;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171690;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171692;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171695;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171697;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171699;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171700;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171710;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171749;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171750;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030A;;
AELB;04171751;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171754;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171755;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030A;;
AELB;04171759;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171760;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171765;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171775;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0030A;;
AELB;04171800;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171801;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171805;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171807;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171850;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04171858;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171859;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030A;;
AELB;04171860;;;NON;;NON;OUI;;;;Salmonicole;M12-B;FRGR0030A;;
AELB;04171861;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030A;;
AELB;04171865;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04171870;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04171900;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172000;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172005;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172010;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172015;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172020;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0030B;;
AELB;04172030;;;OUI;;NON;;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172060;;;OUI;OUI;NON;;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172068;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172070;;;NON;NON;NON;NON;;;;Salmonicole;M12-B;FRGR0030B;;
AELB;04172080;;;NON;NON;NON;NON;;;;Salmonicole;NQ;FRGT03;;
AELB;04172090;;;NON;NON;NON;NON;;;;Salmonicole;NQ;FRGT03;;
AELB;04172095;;;NON;NON;NON;NON;;;;Salmonicole;NQ;FRGT03;;
AELB;04172100;;;NON;OUI;NON;;;;;NQ;TP12-B;FRGR1489;;
AELB;04172125;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172150;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1463;;
AELB;04172175;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1463;;
AELB;04172180;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1463;;
AELB;04172200;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0044;;
AELB;04172250;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0044;;
AELB;04172300;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0044;;
AELB;04172301;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0044;;
AELB;04172360;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0044;;
AELB;04172370;;;NON;;NON;OUI;;;;Salmonicole;P12-B;FRGR0044;;
AELB;04172380;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0044;;
AELB;04172400;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172450;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172500;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0045;;
AELB;04172565;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172570;;;OUI;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0045;;
AELB;04172575;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGR0045;;
AELB;04172578;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1490;;
AELB;04172580;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172595;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172600;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172605;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172607;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172610;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172620;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172695;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0047;;
AELB;04172697;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172700;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172702;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172704;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172705;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172800;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172860;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172865;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172867;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172870;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0047;;
AELB;04172880;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0047;;
AELB;04172890;;;NON;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0047;;
AELB;04172910;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172950;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172960;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172965;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172966;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172967;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172968;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172970;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172975;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172979;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172980;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172985;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172990;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0045;;
AELB;04172992;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04172995;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04172996;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173000;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04173005;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173006;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173083;;;NON;;OUI;;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04173100;;;OUI;;NON;OUI;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04173120;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0046;;
AELB;04173127;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173130;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173140;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGT05;;
AELB;04173150;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0046;;
AELB;04173160;;;NON;;NON;OUI;;;;Salmonicole;TP12-B;FRGR1441;;
AELB;04173200;;;OUI;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0048;;
AELB;04173250;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0048;;
AELB;04173370;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0043;;
AELB;04173390;;;NON;OUI;NON;;;;;NQ;TP12-B;FRGR1486;;
AELB;04173399;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1488;;
AELB;04173400;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1488;;
AELB;04173405;;;OUI;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1488;;
AELB;04173410;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1488;;
AELB;04173700;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173704;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173705;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0049;;
AELB;04173707;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0049;;
AELB;04173710;;;NON;;NON;OUI;;;;Salmonicole;P12-B;FRGR0049;;
AELB;04173712;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173715;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173716;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173720;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0049;;
AELB;04173730;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173733;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173737;;;OUI;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173738;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173739;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173740;;;NON;NON;NON;NON;;;;NQ;NQ;FRGT06;;
AELB;04173741;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173742;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0050;;
AELB;04173743;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173744;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173745;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0050;;
AELB;04173780;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173790;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173795;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173797;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173800;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173805;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173810;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173820;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173821;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173850;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173860;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173865;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173870;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04173872;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04174000;;;NON;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04174100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0051;;
AELB;04174105;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0051;;
AELB;04174125;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0051;;
AELB;04174130;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0051;;
AELB;04174135;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0051;;
AELB;04174150;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0053;;
AELB;04174155;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0053;;
