AE;Code SANDRE de la station;Nom de la station;Réseaux de mesure;RCS;RCO;RRP;RCB/RCR;CoordX;CoordY;ECHELLESTA COMITER;Contexte piscicole;TYPEFR_CONSOLIDE;Code Masse d'eau;Type de station;AREA_KM2_ME
AELB;04160050;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0559B;;
AELB;04160070;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGR0559B;;
AELB;04160100;;;OUI;;NON;;;;;Cyprinicole;M9;FRGR0559B;;
AELB;04160150;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGR1798;;
AELB;04160160;;;NON;OUI;NON;;;;;Cyprinicole;TP9;FRGR1798;;
AELB;04160170;;;NON;OUI;NON;;;;;Cyprinicole;M9;FRGR0559B;;
AELB;04160190;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0559B;;
AELB;04160192;;;NON;NON;NON;NON;;;;Cyprinicole;P9;FRGR0559B;;
AELB;04160194;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0559B;;
AELB;04160197;;;NON;OUI;NON;;;;;Intermediaire;TP9;FRGR1769;;
AELB;04160200;;;NON;OUI;NON;;;;;Cyprinicole;TP9;FRGR0582;;
AELB;04160225;;;NON;OUI;NON;;;;;Intermediaire;TP9;FRGR0583;;
AELB;04160235;;;NON;OUI;NON;;;;;Cyprinicole;TP9;FRGR1760;;
AELB;04160250;;;OUI;OUI;NON;;;;;Salmonicole;TP12-A;FRGR1892;;
AELB;04160260;;;NON;OUI;NON;;;;;Salmonicole;TP12-A;FRGR1883;;
AELB;04160280;;;NON;OUI;NON;;;;;Salmonicole;TP12-A;FRGR1917;;
AELB;04160290;;;NON;NON;NON;NON;;;;Cyprinicole;P9;FRGR0561A;;
AELB;04160300;;;NON;OUI;NON;;;;;Cyprinicole;P9;FRGR0561A;;
AELB;04160340;;;NON;OUI;NON;;;;;Cyprinicole;P9;FRGR0561B;;
AELB;04160365;;;NON;OUI;NON;;;;;Cyprinicole;TP9;FRGR0608;;
AELB;04160385;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0940;;
AELB;04160387;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0940;;
AELB;04160390;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGR0560;;
AELB;04160395;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRGT31;;
AELB;04160399;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0925;;
AELB;04160400;;;OUI;OUI;NON;;;;;Cyprinicole;G9;FRGR0560;;
AELB;04160450;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0924;;
AELB;04160470;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0925;;
AELB;04160471;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0925;;
AELB;04160472;;;NON;NON;NON;NON;;;;Cyprinicole;M9;FRGR0925;;
AELB;04160480;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRGT31;;
AELB;04160481;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRGT31;;
AELB;04160482;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRGT31;;
AELB;04160500;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRGT31;;
AELB;04161000;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRR477B_2;;
AELB;04161096;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGR0608;;
AELB;04161099;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGR0608;;
AELB;04161110;;;NON;NON;NON;NON;;;;Cyprinicole;TP9;FRGC54;;
AELB;04161470;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0600;;
AELB;04161475;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0600;;
AELB;04161485;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0600;;
AELB;04161490;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0600;;
AELB;04161495;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0600;;
AELB;04161500;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0600;;
AELB;04161510;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0600;;
AELB;04161542;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161545;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161550;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161560;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0017;;
AELB;04161565;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161570;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161572;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1351;;
AELB;04161575;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1351;;
AELB;04161580;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0017;;
AELB;04161590;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0017;;
AELB;04161595;;;OUI;OUI;NON;;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161597;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161600;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161620;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0017;;
AELB;04161625;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1364;;
AELB;04161640;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1343;;
AELB;04161650;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161700;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161710;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1343;;
AELB;04161800;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04161900;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1369;;
AELB;04161950;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1369;;
AELB;04162000;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04162058;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162060;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162065;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162070;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162080;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162090;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162100;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162105;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162125;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162130;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162155;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162157;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162160;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162165;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162170;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162175;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162180;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0018;;
AELB;04162200;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162250;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162270;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162290;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1379;;
AELB;04162300;;;OUI;OUI;NON;;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04162500;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0019;;
AELB;04162520;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0019;;
AELB;04162900;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0013;;
AELB;04162906;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162907;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162908;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162910;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162911;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162912;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0018;;
AELB;04162913;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162914;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162915;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162916;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162917;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162920;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162925;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162927;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162930;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162931;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162933;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162935;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162936;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162937;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162940;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162941;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162943;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162944;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162945;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162950;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162951;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162952;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0020;;
AELB;04162958;;;OUI;OUI;NON;;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162990;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0020;;
AELB;04162995;;;NON;OUI;NON;;;;;Cyprinicole;TP12-B;FRGR0021;;
AELB;04163000;;;OUI;OUI;NON;;;;;Cyprinicole;M12-B;FRGR0012;;
AELB;04163025;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0022;;
AELB;04163050;;;OUI;;NON;OUI;;;;Salmonicole;TP12-B;FRGR0023;;
AELB;04163100;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGR0023;;
AELB;04163200;;;NON;NON;NON;NON;;;;Cyprinicole;TP12-B;FRGR1439;;
AELB;04163250;;;NON;NON;NON;NON;;;;Cyprinicole;NQ;FRHT05;;
AELB;04163465;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1596;;
AELB;04163470;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1597;;
AELB;04163480;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1430;;
AELB;04163500;;;OUI;OUI;NON;;;;;Cyprinicole;P12-B;FRGR0024;;
AELB;04163550;;;NON;NON;NON;NON;;;;Cyprinicole;TP12-B;FRGR0024;;
AELB;04164005;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0025A;;
AELB;04164100;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGR0025B;;
AELB;04164150;;;NON;OUI;NON;;;;;Cyprinicole;P12-B;FRGR0025B;;
AELB;04164200;;;NON;OUI;NON;;;;;Cyprinicole;TP12-B;FRGR1447;;
AELB;04164550;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164575;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164600;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164610;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164620;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164650;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164660;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164662;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164666;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164667;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0014A;;
AELB;04164700;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0033;;
AELB;04164747;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0037;;
AELB;04164750;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164758;;;OUI;;NON;;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164759;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164760;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164770;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164772;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164780;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164800;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164810;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164815;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0014A;;
AELB;04164825;;;NON;NON;NON;NON;;;;Intermediaire;TP12-A;FRGR0113;;
AELB;04164850;;;OUI;OUI;NON;;;;;Intermediaire;P12-B;FRGR0014A;;
AELB;04164870;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164875;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0026;;
AELB;04164877;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0026;;
AELB;04164889;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164890;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164893;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164895;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164897;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164900;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164903;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164915;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164920;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164925;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR1645;;
AELB;04164930;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL018;;
AELB;04164946;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0026;;
AELB;04164947;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0026;;
AELB;04164950;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0026;;
AELB;04164960;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0026;;
AELB;04164970;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL018;;
AELB;04165000;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL018;;
AELB;04165050;;;NON;NON;NON;NON;;;;Intermediaire;M12-B;FRGR0015;;
AELB;04165100;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR1385;;
AELB;04165200;;;NON;NON;NON;NON;;;;Cyprinicole;M12-B;FRGR0015;;
AELB;04165210;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0027;;
AELB;04165215;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165217;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165218;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165220;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165225;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR0027;;
AELB;04165490;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165493;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0027;;
AELB;04165497;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0027;;
AELB;04165500;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0027;;
AELB;04165600;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0027;;
AELB;04165700;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0028;;
AELB;04165800;;;OUI;OUI;NON;;;;;Salmonicole;M12-B;FRGR0910;;
AELB;04165890;;;NON;OUI;NON;;;;;Cyprinicole;TP12-B;FRGR1414;;
AELB;04165905;;;NON;NON;NON;NON;;;;Cyprinicole;G12-B;FRGR0016;;
AELB;04165910;;;NON;OUI;NON;;;;;Cyprinicole;TP12-B;FRGR1424;;
AELB;04166000;;;NON;NON;NON;NON;;;;NQ;M12-B;FRGR0016;;
AELB;04166050;;;NON;NON;NON;NON;;;;NQ;G12-B;FRGR0016;;
AELB;04166095;;;NON;OUI;NON;;;;;NQ;G12-B;FRGR0016;;
AELB;04166100;;;NON;NON;NON;NON;;;;NQ;G12-B;FRGR0016;;
AELB;04166220;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166225;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0031A;;
AELB;04166230;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166234;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166236;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0031A;;
AELB;04166238;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0031A;;
AELB;04166240;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166250;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166265;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0031A;;
AELB;04166280;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL059;;
AELB;04166287;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL059;;
AELB;04166290;;;NON;NON;NON;NON;;;;Intermediaire;NQ;FRGL059;;
AELB;04166300;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGL059;;
AELB;04166770;;;NON;NON;NON;NON;;;;Intermediaire;P12-B;FRGR0033;;
AELB;04166795;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0033;;
AELB;04166797;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0033;;
AELB;04166800;;;OUI;OUI;NON;;;;;Intermediaire;TP12-B;FRGR0033;;
AELB;04166850;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166865;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166875;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR0033;;
AELB;04166880;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGR2234;;
AELB;04166885;;;NON;OUI;NON;;;;;Intermediaire;TP12-B;FRGR2234;;
AELB;04166890;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166900;;;NON;NON;NON;NON;;;;Intermediaire;TP12-B;FRGL200;;
AELB;04166910;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166912;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166945;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04166950;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0032A;;
AELB;04167000;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0032A;;
AELB;04167010;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGR0032A;;
AELB;04167050;;;NON;OUI;NON;;;;;Cyprinicole;TP12-B;FRGR1417;;
AELB;04167070;;;NON;NON;NON;NON;;;;Cyprinicole;TP12-B;FRGL019;;
AELB;04167090;;;NON;NON;NON;NON;;;;Cyprinicole;TP12-B;FRGL019;;
AELB;04167095;;;NON;NON;NON;NON;;;;Cyprinicole;TP12-B;FRGR0032C;;
AELB;04167099;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGL019;;
AELB;04167100;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGR0032C;;
AELB;04167101;;;NON;NON;NON;NON;;;;Cyprinicole;P12-B;FRGR0032C;;
AELB;04167200;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0034;;
AELB;04167240;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0034;;
AELB;04167300;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR1437;;
AELB;04167301;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR1437;;
AELB;04167400;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC03;;
AELB;04167420;;;NON;OUI;NON;;;;;NQ;TP12-B;FRGR1444;;
AELB;04167500;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0035;;
AELB;04167520;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0035;;
AELB;04167550;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0035;;
AELB;04167600;;;NON;OUI;NON;;;;;Salmonicole;P12-B;FRGR0035;;
AELB;04167650;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0035;;
AELB;04167665;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0036;;
AELB;04167670;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0036;;
AELB;04167672;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0036;;
AELB;04167674;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167675;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167680;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167699;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167700;;;NON;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167702;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167705;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167710;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0036;;
AELB;04167720;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04167728;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC06;;
AELB;04167730;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC06;;
AELB;04167740;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0037;;
AELB;04167745;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0037;;
AELB;04167748;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0037;;
AELB;04167750;;;OUI;OUI;NON;;;;;Salmonicole;TP12-B;FRGR0037;;
AELB;04167755;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0037;;
AELB;04167760;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04167765;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04167768;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0037;;
AELB;04167770;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGR0037;;
AELB;04167787;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04167790;;;NON;NON;NON;NON;;;;NQ;TP12-B;FRGC05;;
AELB;04167794;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167796;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167798;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167799;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167800;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167801;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167802;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167803;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167804;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167805;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167808;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167810;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167811;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167812;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167813;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167814;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167815;;;OUI;;NON;;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167816;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
AELB;04167817;;;NON;NON;NON;NON;;;;Salmonicole;P12-B;FRGR0038A;;
AELB;04167818;;;NON;NON;NON;NON;;;;Salmonicole;TP12-B;FRGR0038A;;
